%% Automatically generated initial file with PhysiCell_CreateInitFile executable
0;0;-46.7224;-10.734;-85.8637;10.0174;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-46.1765;7.86464;-82.7828;9.81311;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-31.2714;-37.4742;-84.3767;9.5;-1;-1;-1;-1;-1;-1;0;1;71.4215;-1
0;0;-30.7517;-19.2309;-82.8073;10.6359;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-34.221;-0.519185;-82.5303;9.78174;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-33.8116;18.4319;-84.4348;10.7948;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-32.8808;37.5081;-83.3945;10.8493;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-16.5453;-47.6004;-86.2896;9.54216;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-16.2855;-29.0109;-86.349;10.0711;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-15.9977;-9.8119;-82.2556;11.3853;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-18.1039;9.80267;-82.9567;10.1418;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-15.2852;26.1854;-84.3467;9.5;-1;-1;-1;-1;-1;-1;0;1;4.74711;-1
0;0;-18.4784;46.4933;-83.2826;10.6345;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-1.76836;-52.6844;-84.9211;10.4188;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-0.347022;-36.1291;-84.144;11.4115;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-1.00864;-16.3465;-85.8006;10.4402;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-0.350512;-1.4026;-84.9336;9.76823;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-0.753689;19.6105;-86.6335;11.4442;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-0.172966;33.8924;-83.9344;9.94757;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-2.4558;53.4081;-83.6133;10.2556;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;14.6418;-45.9637;-85.4217;9.90047;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;13.2839;-29.2355;-82.2235;11.1293;-1;-1;-1;-1;-1;-1;0;0;0;-1
